No,SEX,NO_OF_DEPENDENT,MARITAL_STATUS,YRS_IN_PRESENT_JOB,AGE,EDUCATION,YEARS_OF_EXPERIENCE,TOTAL_MONTHLY_INCOME,LOAN_AMOUNT,COMPANY_TYPE,LABEL
12971,1,0,1,4,27,0,4,10000.0,52875,2,1
39488,1,3,1,5,24,0,5,15000.0,45596,3,0
41513,1,0,1,10,57,1,16,44000.0,41061,0,0
21858,1,4,2,2,37,1,2,13000.0,50856,4,0
13297,1,2,1,8,33,2,8,41577.0,50729,0,0
6868,1,0,1,3,34,0,3,10500.0,51748,3,0
13958,1,0,1,7,32,0,7,13000.0,47595,2,1
37592,1,0,2,4,24,3,4,9500.0,47049,2,0
15000,1,2,1,7,37,0,7,12000.0,52468,2,0
27116,1,0,1,8,38,0,8,15000.0,52815,2,0
25670,1,0,1,10,40,1,10,25000.0,51332,2,0
34334,1,0,1,5,24,1,5,16000.0,43032,2,0
3979,1,2,1,17,36,1,17,20000.0,43032,2,0
21707,1,0,0,1,19,0,1,12000.0,65079,2,0
343,1,2,1,15,25,1,15,18000.0,52875,1,0
5020,1,3,1,1,27,0,6,22000.0,55133,2,0
10496,0,0,1,3,33,1,3,10000.0,57672,1,0
27474,1,0,1,10,50,0,10,13000.0,50517,3,0
2110,1,0,2,1,25,0,1,9500.0,48348,3,0
11699,1,2,2,2,29,1,2,15000.0,51794,2,0
27231,1,0,1,5,41,1,5,22936.0,52815,0,0
35701,1,0,1,2,28,3,2,15000.0,47578,2,0
29083,1,2,1,3,38,1,3,16000.0,51332,2,0
11082,1,2,1,1,41,0,1,15000.0,51332,4,0
22549,1,0,1,6,28,1,6,15000.0,44929,3,0
16694,1,2,1,9,32,1,0,13000.0,54486,2,0
29234,1,0,2,2,20,0,2,17000.0,46507,1,0
28356,1,0,1,24,45,2,24,40000.0,55977,1,0
10779,0,0,1,8,45,3,0,43000.0,36126,4,0
40569,1,0,2,2,23,1,2,10000.0,51332,2,0
10695,1,4,1,3,22,0,3,8500.0,45107,4,0
12851,1,4,1,8,27,0,8,9500.0,38348,4,1
28381,1,1,1,24,50,1,24,29000.0,53939,1,0
25391,1,3,1,18,50,0,18,25000.0,51794,4,0
28216,0,4,1,10,34,1,10,15000.0,48430,0,0
13517,1,0,1,35,52,0,35,28000.0,47586,1,0
20679,1,0,1,9,39,0,9,12000.0,55133,1,0
1993,1,2,1,25,51,0,25,28250.0,51820,0,0
14216,1,4,1,8,31,3,8,12000.0,50729,4,0
26922,1,6,2,1,26,1,1,8000.0,50515,3,1
16313,0,0,1,0,22,1,0,25000.0,53939,2,0
26769,0,0,1,6,35,1,6,30000.0,54312,2,1
35879,1,4,1,10,38,3,10,10000.0,43021,4,0
38818,1,0,1,2,25,1,2,12000.0,57408,2,1
37166,1,3,1,5,57,1,5,20000.0,55133,4,0
17962,1,0,1,10,43,1,10,12000.0,53939,0,0
6835,1,0,1,7,32,0,7,21000.0,51748,1,0
17428,1,0,1,3,43,1,3,21500.0,53519,2,1
33832,1,0,1,2,22,0,2,19000.0,43032,4,0
13125,1,0,1,22,45,1,22,22000.0,52895,0,1
4811,1,3,2,2,24,1,2,9305.0,51794,2,0
22087,0,1,1,10,33,0,10,12000.0,42859,1,0
27982,1,0,2,7,30,0,7,10000.0,44301,1,0
23543,1,0,2,2,20,0,2,13000.0,57498,1,0
476,1,1,1,5,38,3,5,12000.0,47910,2,0
34691,1,3,1,5,51,1,5,20400.0,50844,0,1
17405,1,0,1,2,54,1,7,15000.0,52565,1,0
34950,1,3,1,3,36,1,3,22000.0,53939,0,0
30673,1,4,1,5,25,1,5,15000.0,55064,4,1
2247,1,2,1,25,47,1,25,32000.0,55972,0,0
729,1,2,1,2,24,3,2,10000.0,50515,4,0
19837,0,1,1,18,39,1,18,10000.0,47578,0,0
28015,1,0,1,4,24,1,4,10000.0,51794,2,0
18346,1,0,2,2,25,0,4,12000.0,58828,1,0
20509,1,0,1,3,24,1,6,10000.0,43032,4,1
27741,1,0,1,3,33,1,3,8000.0,39458,4,0
35335,1,0,2,3,20,0,3,10000.0,48012,4,0
27234,0,0,1,3,29,1,3,12000.0,52815,4,0
2813,1,3,1,7,32,0,7,12000.0,36647,3,0
40145,1,3,1,10,31,0,10,18000.0,52815,4,1
5042,1,0,1,6,33,0,11,24000.0,43032,0,0
18519,1,0,2,6,22,1,6,12000.0,44301,2,1
16739,1,0,1,1,24,1,1,20530.0,54648,2,0
21194,1,0,1,2,20,1,2,9000.0,47910,1,0
39185,1,0,1,2,35,0,2,19000.0,50515,4,0
18865,1,1,1,12,36,1,12,12000.0,56197,4,0
26827,1,2,1,2,40,3,2,10000.0,51748,4,0
36025,1,0,2,15,20,0,15,8500.0,49759,2,0
26379,1,7,1,5,29,0,5,10000.0,51794,0,0
11821,1,0,1,5,25,0,5,12000.0,50729,2,0
17937,1,1,1,1,26,1,1,12000.0,53939,2,0
9189,0,0,1,2,30,1,4,10000.0,58716,2,1
29837,1,0,1,10,39,0,10,13000.0,47910,4,0
14627,1,0,1,23,45,0,23,45000.0,44301,1,0
34748,1,0,1,10,35,0,10,15000.0,58761,2,0
40486,1,0,2,2,21,1,2,12000.0,48354,2,0
26927,1,0,1,3,22,3,3,15000.0,55064,4,0
19771,1,2,1,8,60,0,0,15000.0,33003,4,0
36333,1,0,2,6,27,1,6,18000.0,70196,1,0
18600,1,0,1,10,48,1,10,15000.0,58828,1,0
9027,1,0,1,2,41,1,2,21000.0,47910,2,0
21670,1,3,1,2,39,0,2,10000.0,62373,2,0
29707,1,0,2,0,23,1,0,13000.0,57843,4,0
1557,0,4,1,12,30,0,12,12500.0,54190,4,1
12101,1,4,1,1,42,0,1,15000.0,49205,2,0
37027,0,0,2,2,22,1,2,18000.0,37496,4,0
28019,1,0,1,10,35,1,10,10000.0,55064,2,0
20021,1,0,1,10,31,3,10,2114.0,49804,0,0
13471,1,1,1,1,36,2,1,22000.0,50729,2,0
4277,1,0,1,8,36,1,0,12500.0,55133,2,0
30025,1,0,2,1,21,3,1,8100.0,47578,4,1
40906,1,0,1,5,30,1,5,16000.0,56967,4,1
5035,1,2,1,3,43,1,3,18000.0,51794,2,0
2464,1,0,1,6,34,1,6,12000.0,60809,0,0
11260,1,2,1,5,47,0,5,27000.0,55064,0,0
11597,1,2,1,11,42,1,11,15000.0,55064,2,0
27071,1,0,1,2,21,3,2,15000.0,53939,4,0
24210,1,2,1,2,32,0,2,30000.0,43222,0,0
8919,1,0,2,1,21,1,1,15000.0,60809,1,0
4679,1,3,1,1,35,0,6,18000.0,43630,2,0
16230,1,0,2,2,23,0,2,10000.0,39458,3,0
17723,0,0,1,3,24,1,3,15600.0,63424,2,0
17317,1,2,1,5,29,1,5,15000.0,38008,2,0
21916,1,0,2,4,22,0,4,20000.0,54624,4,0
9576,1,2,1,5,57,1,5,15000.0,55064,2,0
33238,1,0,2,2,21,1,2,10000.0,39725,2,0
3601,1,0,2,10,20,0,10,9000.0,39641,4,0
6793,1,0,1,6,31,1,6,20000.0,61068,2,0
27668,1,0,1,3,48,1,3,16000.0,39458,4,0
22134,1,2,1,22,45,1,22,20000.0,60126,0,0
1121,1,2,1,5,42,0,5,15000.0,59102,2,0
34356,1,0,1,4,32,1,4,12000.0,50515,2,0
12571,1,0,2,1,23,3,1,10000.0,46639,1,0
3211,1,2,1,10,32,0,10,31000.0,40899,0,0
39909,1,1,1,1,27,0,1,10000.0,50729,2,0
32333,1,2,1,10,41,1,20,15000.0,48190,1,0
25775,1,0,1,2,24,0,2,12000.0,54624,1,0
4548,1,2,1,8,40,2,0,18000.0,43032,0,0
21785,1,0,2,1,20,1,1,15000.0,66876,2,1
22155,1,0,1,10,40,3,10,10000.0,42876,2,0
24577,1,0,1,4,52,1,4,10000.0,55494,3,0
20265,0,0,1,8,29,3,0,12000.0,58338,1,0
7431,1,0,1,10,40,1,10,30000.0,37946,2,0
20899,1,0,2,2,24,0,2,12000.0,43638,4,0
26078,1,0,1,9,40,0,9,12000.0,50729,4,0
19534,1,0,2,4,26,0,4,12000.0,48728,4,0
41660,1,0,1,4,31,3,4,20000.0,60073,2,0
35808,1,0,1,1,27,3,1,10000.0,41279,2,0
16467,1,0,1,10,29,1,10,15000.0,57136,2,1
23909,1,0,1,5,43,0,10,8000.0,47578,2,1
13345,1,0,1,2,43,3,4,8500.0,50515,2,0
19388,1,1,1,3,23,1,3,10000.0,48080,4,0
24422,0,0,1,2,37,1,2,8000.0,38123,2,0
26302,0,0,1,4,30,1,4,15000.0,47036,4,0
34459,1,0,1,3,28,1,3,10000.0,42370,1,1
28910,1,2,1,5,45,3,5,18000.0,45617,0,0
323,1,2,1,15,42,0,15,18000.0,43630,1,0
27074,1,0,2,2,24,3,2,11000.0,52875,0,0
33914,1,0,1,16,41,0,16,41805.0,34619,0,0
18861,1,0,1,6,29,3,6,12000.0,52776,0,1
20701,1,0,2,3,28,1,3,13000.0,45107,1,0
36897,1,0,1,4,44,1,4,15000.0,55064,2,0
23327,1,0,1,3,42,1,3,12000.0,43032,2,0
33616,1,2,1,5,39,3,5,15000.0,55133,1,0
27248,1,0,1,2,27,0,2,10000.0,43032,1,0
24088,1,2,1,2,26,0,2,12500.0,42544,4,0
29676,1,2,1,4,35,0,4,15000.0,64674,2,0
27797,1,2,1,15,35,0,15,30000.0,52963,0,0
38535,1,0,2,2,25,3,2,11000.0,58395,2,0
9266,1,0,2,2,20,0,2,15000.0,55064,2,0
25399,1,4,1,10,43,0,11,19673.0,58494,0,0
42003,1,0,1,10,24,1,10,15000.0,55494,1,0
11856,1,2,1,33,53,1,33,40000.0,49804,0,0
31985,1,0,1,6,31,3,6,13500.0,43032,2,0
31394,1,0,1,2,31,0,2,10000.0,55064,2,0
3488,1,0,2,3,21,1,3,10000.0,51332,2,0
13352,1,0,2,1,51,3,2,10000.0,47006,2,0
38988,1,2,1,2,24,1,2,12000.0,37946,2,0
41037,1,0,1,20,46,0,20,25000.0,52815,4,0
31488,1,0,2,2,20,0,2,10500.0,55133,2,1
4165,1,0,1,10,43,3,10,14000.0,51794,1,0
20562,1,1,2,3,40,1,3,15000.0,42483,0,0
1864,0,0,1,1,29,1,1,20000.0,50856,4,0
23899,0,2,1,10,41,3,10,20000.0,44035,0,0
16914,1,0,2,5,26,1,5,18972.0,55064,2,0
26449,1,2,1,3,50,1,3,18000.0,58543,1,0
13630,1,0,1,10,41,0,10,10000.0,43032,0,0
38863,0,0,2,2,24,1,2,8000.0,43021,1,0
21910,1,0,1,5,21,1,5,19000.0,61109,4,0
2730,0,2,1,2,27,0,2,12000.0,41008,3,0
32057,1,0,1,9,29,0,9,10000.0,48239,4,0
19972,1,1,1,2,31,1,2,12286.0,55800,2,0
27173,0,0,1,3,34,2,3,35000.0,60809,0,0
2585,0,0,1,15,47,0,30,15000.0,43630,0,0
27152,1,0,1,3,34,1,3,11500.0,51794,4,0
22921,1,0,1,30,58,1,30,25000.0,43630,2,0
33511,1,2,1,30,58,3,30,22411.0,54486,0,0
29617,1,2,2,4,27,3,4,12000.0,52623,4,1
37596,1,2,1,2,30,3,2,10000.0,48430,3,1
21082,1,2,1,3,50,1,3,22000.0,47049,0,0
16201,1,0,1,10,34,1,10,15000.0,55064,1,0
12229,1,0,1,3,30,0,3,15000.0,50886,2,0
26115,1,3,1,2,25,0,2,8000.0,43032,2,0
2360,1,2,2,8,23,3,0,10500.0,43032,2,1
23982,1,0,2,4,27,1,4,14000.0,53567,2,0
6916,1,0,1,23,50,1,23,57140.0,48870,0,0
12597,1,0,1,9,48,3,0,10000.0,50729,1,0
27571,1,3,2,5,27,3,5,13500.0,50515,0,0
40391,0,0,1,2,33,0,2,5000.0,52815,2,0
26687,1,0,2,4,30,2,9,25000.0,60362,2,0
12266,1,0,1,5,24,0,5,17000.0,55133,0,1
1162,1,3,1,3,33,0,3,10000.0,53083,2,0
18924,1,1,1,3,24,1,3,18000.0,52815,2,0
36120,1,0,2,2,21,0,2,14800.0,57843,2,0
27876,1,0,2,3,24,1,3,22000.0,48091,2,1
8241,1,0,2,2,19,0,2,13000.0,43032,1,0
42300,0,3,1,2,33,1,2,12000.0,53939,2,0
29149,0,2,1,35,54,1,35,40000.0,51794,0,0
20129,0,1,1,2,22,1,2,12500.0,50515,1,0
42041,1,0,2,15,41,1,15,28000.0,53939,0,0
5762,1,1,1,5,38,3,5,15000.0,57672,4,1
35696,1,1,1,10,23,3,10,15000.0,47578,4,0
41979,1,0,1,10,29,1,10,15000.0,40572,1,0
14045,1,0,1,1,32,2,1,30000.0,48080,2,0
41553,1,0,1,6,37,0,6,15000.0,59102,2,0
22681,1,0,1,5,41,1,5,20000.0,50729,2,0
41104,1,0,1,2,32,1,2,18000.0,55064,2,0
42050,1,2,1,15,40,0,15,9000.0,48635,4,1
23435,1,0,1,5,33,1,5,15000.0,52815,4,0
5114,1,3,2,1,28,1,3,18000.0,54624,2,0
42453,1,0,1,20,43,1,20,56000.0,61068,0,0
31877,1,0,2,4,26,0,4,12000.0,60809,2,0
41183,1,0,1,30,55,0,30,15000.0,60733,4,1
12066,1,0,1,5,32,1,5,18000.0,52660,3,0
27583,0,0,1,5,35,3,5,14000.0,51794,2,0
15865,1,0,1,2,19,0,2,7000.0,52660,2,0
5946,1,4,1,7,31,0,7,8000.0,50515,2,0
35956,1,4,2,5,24,0,5,10000.0,51332,2,1
18529,1,0,2,3,26,1,3,15000.0,50755,2,0
16900,1,0,1,3,22,1,3,25000.0,53939,2,0
14722,1,0,2,4,26,1,4,15000.0,60809,2,1
22806,1,0,1,8,26,0,16,15000.0,50515,1,0
16729,1,0,2,4,23,1,4,10000.0,52875,4,0
5625,1,3,1,3,24,1,3,15000.0,61068,2,0
30800,1,0,2,6,23,0,6,8000.0,58837,2,0
1911,1,3,1,20,40,3,20,37600.0,56442,0,0
26134,0,0,1,3,32,0,3,12000.0,55977,4,0
26890,1,0,2,4,23,0,4,12000.0,63263,2,0
9682,1,2,1,6,22,3,12,16000.0,49079,2,1
39133,1,0,1,2,29,0,2,15000.0,55249,2,1
40788,1,0,2,2,20,1,2,18000.0,53939,2,0
7905,1,0,1,5,27,0,5,15000.0,50515,2,0
12188,1,2,1,5,40,1,5,13700.0,48080,2,0
36734,1,0,1,20,53,1,20,18000.0,60809,2,0
36673,0,0,1,2,21,0,2,12000.0,54624,4,1
32111,1,2,1,15,39,0,15,12000.0,42912,2,0
13008,1,0,2,3,25,0,3,10000.0,47214,4,0
32722,1,0,2,5,23,1,5,12000.0,47578,3,0
12525,1,0,1,10,50,3,10,10000.0,40899,1,0
6407,1,2,1,8,37,1,8,9000.0,43630,1,1
13069,1,0,1,15,51,0,15,30000.0,57672,0,0
23359,1,0,1,2,19,1,2,10000.0,53939,2,0
4421,1,0,1,5,31,0,5,15000.0,55494,4,1
26677,1,0,1,10,28,1,21,20000.0,41800,2,0
18586,1,2,1,2,33,0,2,15000.0,54887,2,0
41903,1,2,1,4,24,1,4,12000.0,57004,1,0
12932,1,0,1,8,28,0,0,10000.0,52468,3,0
4563,1,0,2,8,27,0,0,15000.0,37453,2,0
31691,1,1,1,1,42,0,1,12000.0,55133,2,1
24193,1,2,1,10,44,1,10,35000.0,47962,0,0
15356,1,2,1,1,32,0,1,12000.0,41061,1,0
25244,1,2,1,15,39,3,15,12000.0,52660,4,0
39377,1,2,1,1,42,1,1,40000.0,50515,2,1
25313,1,0,2,2,27,3,4,11000.0,55133,4,1
24438,1,2,1,8,27,3,0,20000.0,43032,0,0
624,1,2,1,8,36,3,8,20000.0,60809,0,0
37068,1,0,2,7,32,1,7,8000.0,38837,1,0
23690,1,2,1,1,31,1,1,15900.0,47049,0,0
36524,1,0,2,3,24,0,3,9000.0,43220,4,0
14359,1,3,1,4,27,0,4,18000.0,51794,0,1
9520,1,3,1,30,53,0,30,25000.0,55064,0,0
38121,1,3,1,5,43,3,5,8500.0,44301,1,0
34726,1,2,1,5,28,1,5,10000.0,40353,1,0
35846,1,0,1,15,58,1,30,23000.0,50729,1,0
11128,1,0,2,6,27,0,6,9000.0,48354,2,1
32685,1,2,1,12,33,1,24,20000.0,60809,4,0
25648,1,0,2,5,28,1,5,12000.0,39458,2,0
26878,1,2,1,2,36,3,2,10000.0,40357,4,0
40481,1,2,1,5,32,0,10,17000.0,48870,4,0
32592,1,2,1,20,51,1,20,12000.0,58396,3,0
30343,1,0,1,10,32,0,10,10000.0,43630,2,0
19501,1,2,1,11,36,1,11,22000.0,43032,0,0
20696,1,2,1,12,50,0,12,15000.0,55064,4,0
39628,1,2,1,4,22,0,5,12000.0,52378,4,0
33135,1,2,1,10,46,1,10,18000.0,45107,0,0
40589,1,0,1,4,26,0,4,12000.0,53939,4,1
22146,1,2,1,6,41,1,6,10000.0,37946,1,0
3519,0,0,3,6,52,3,6,12500.0,60733,0,1
23087,1,0,2,2,31,1,2,14500.0,47214,4,0
20366,1,0,2,3,32,1,3,15000.0,39458,1,0
16290,1,2,1,8,37,1,0,30000.0,48635,2,0
17236,1,0,1,3,25,1,3,15000.0,53939,1,0
29481,1,2,1,4,32,0,4,10000.0,50515,4,0
8223,0,1,1,2,27,1,2,11500.0,51794,1,1
24717,1,2,1,13,48,3,13,26000.0,43032,0,0
35106,1,2,1,5,26,3,5,16600.0,55133,0,0
40886,1,0,1,2,36,1,2,15000.0,45518,2,0
33392,1,2,1,5,27,1,5,18724.0,43630,0,0
41935,1,0,2,1,27,2,1,15000.0,58828,1,0
3510,1,3,1,3,29,3,3,12000.0,53939,0,0
5662,1,2,2,3,20,1,4,15000.0,51449,2,0
27267,1,1,1,7,31,0,10,10000.0,52963,3,0
26202,1,0,1,12,48,0,12,12000.0,51232,2,0
31771,0,1,2,2,22,0,2,13500.0,60073,2,1
16716,1,0,1,10,27,1,10,15000.0,60809,1,1
34220,1,0,2,1,24,3,1,12000.0,44301,4,0
21619,1,3,1,10,53,3,10,12000.0,48012,3,0
41419,0,5,1,3,29,3,3,12000.0,61862,4,0
8040,1,0,1,1,29,0,1,10000.0,56867,4,0
2399,1,0,2,10,28,1,10,12500.0,61109,2,1
2289,1,3,1,2,28,1,2,30000.0,39514,4,0
24145,1,2,2,1,20,0,1,10000.0,34624,4,0
16398,1,0,1,10,34,1,10,19000.0,44978,2,0
20920,1,2,1,13,46,0,13,15000.0,52875,1,0
10646,1,0,1,3,23,0,3,16000.0,47910,1,1
35515,1,3,1,4,38,1,4,12000.0,37322,0,0
35949,1,4,1,20,56,1,20,50000.0,47578,3,0
2982,1,2,1,3,24,0,3,7000.0,51794,3,1
41593,0,0,1,24,48,3,24,20000.0,33003,0,0
6237,1,2,1,5,28,0,5,26000.0,49434,1,0
20443,1,0,1,20,51,0,40,15000.0,45925,4,1
27458,1,2,1,10,38,1,10,15000.0,55977,3,0
24707,1,2,1,25,50,1,25,20000.0,47836,0,0
21369,1,0,1,2,25,0,2,8000.0,47910,2,0
37607,1,2,1,6,35,3,6,10000.0,44301,1,0
30422,1,1,2,2,29,1,2,34371.42,43032,0,0
2276,1,2,1,3,28,1,3,120000.0,49287,4,1
15107,1,0,2,2,22,1,2,15000.0,53939,1,0
6686,1,0,1,10,34,0,10,14000.0,47006,4,0
37719,1,0,2,3,25,3,3,16310.0,60792,0,1
20361,1,0,1,1,23,1,1,25000.0,50515,0,0
20816,1,2,1,4,28,0,4,9000.0,50515,1,0
12988,1,0,2,3,19,0,3,12000.0,52875,4,0
22747,0,0,1,1,25,0,1,13000.0,64674,2,0
37298,1,3,1,5,35,0,10,15000.0,59065,4,0
8037,0,0,1,3,34,1,3,8500.0,56867,2,0
25885,1,2,2,1,25,1,2,10000.0,37946,2,0
1680,1,0,2,2,26,0,2,10000.0,48505,2,0
15124,1,1,1,5,37,1,5,14000.0,47836,1,0
20124,1,2,1,9,31,1,0,20000.0,51794,0,0
33836,1,0,1,2,26,3,2,7000.0,50515,2,0
36520,1,0,2,3,21,1,3,10000.0,50425,2,0
23676,1,5,2,2,27,0,2,9000.0,52634,2,0
23463,1,3,1,6,28,1,6,25000.0,56867,4,0
41859,1,1,1,30,57,2,30,17606.0,51794,0,0
9254,1,0,1,2,38,0,2,25000.0,52660,4,0
9753,1,0,1,8,33,0,8,12000.0,53250,2,0
2761,1,2,1,27,46,1,27,41000.0,50729,4,0
4962,1,2,2,1,21,1,1,12000.0,53939,2,0
35071,1,0,1,22,31,0,22,15000.0,48635,3,0
24458,1,0,1,3,25,0,3,10100.0,60073,2,0
32801,0,2,1,5,33,0,5,9000.0,59102,1,1
23264,1,0,1,24,52,1,24,50000.0,39458,0,0
38960,1,2,1,15,44,0,15,15000.0,51794,2,0
3619,0,3,1,10,46,1,10,22000.0,51332,4,0
11187,0,0,2,6,29,1,6,16000.0,50515,2,0
1570,1,0,1,4,35,0,4,23500.0,50220,2,1
12313,1,2,1,2,29,3,2,8000.0,37115,1,0
15191,1,0,1,3,39,1,3,14700.0,59102,2,0
20820,1,0,2,2,21,0,2,10000.0,52815,4,0
22649,1,0,2,3,20,0,3,12500.0,50886,3,0
26938,0,0,1,2,28,1,2,16782.0,61109,1,0
39187,1,0,2,1,25,0,1,10000.0,53519,4,1
40965,1,0,1,7,31,1,7,20000.0,55386,4,0
9192,1,0,2,2,27,1,2,10980.0,51332,2,0
20876,1,0,1,4,33,0,4,9000.0,36647,2,0
18502,1,0,1,24,47,1,24,34000.0,53083,0,1
42119,1,2,1,4,32,1,4,12000.0,52875,2,0
16810,1,0,1,5,42,1,10,15000.0,61017,1,1
20634,1,2,1,18,40,1,18,25000.0,51332,0,0
9590,1,0,1,10,44,3,20,15000.0,53306,2,0
12903,1,2,1,1,30,0,1,10000.0,50755,4,0
21231,1,0,2,1,18,1,1,10000.0,52875,1,0
17466,1,0,1,10,35,1,10,15000.0,60809,1,0
3604,1,0,2,8,26,0,8,7500.0,55133,4,0
17295,1,0,1,2,48,1,2,10000.0,50571,2,0
40,1,3,1,5,28,3,5,15000.0,42876,0,0
23802,1,2,1,2,22,0,2,10000.0,61502,2,1
12831,1,3,1,10,44,0,10,12000.0,41061,0,0
29107,1,0,2,1,19,0,1,13000.0,49847,2,0
18821,1,1,1,6,23,1,8,18000.0,54624,4,0
29639,1,2,1,5,31,3,5,17050.0,59102,2,1
2269,1,1,2,5,26,1,5,24000.0,36647,0,1
17191,1,0,1,3,46,1,3,20000.0,57136,1,0
22789,1,0,1,5,21,1,10,15000.0,53939,1,0
42340,1,2,1,7,25,1,7,18000.0,57903,2,1
19565,1,2,1,10,38,0,10,14000.0,41755,4,0
17018,0,0,2,3,23,1,3,25000.0,59065,3,1
42266,1,2,1,8,27,1,0,14000.0,52565,2,0
19883,1,0,2,2,26,1,2,8500.0,43630,2,0
39442,1,3,1,14,32,3,14,14000.0,52634,2,0
22154,1,0,2,2,21,3,2,10000.0,53958,2,0
41497,1,0,1,3,23,3,3,18000.0,43032,2,0
27692,1,0,1,11,38,0,11,18000.0,51794,0,0
41869,1,2,1,15,41,1,15,10000.0,43032,1,0
9000,0,0,1,5,37,1,5,20000.0,69131,2,0
4086,1,0,2,2,23,3,2,9000.0,52875,1,0
22406,1,4,1,7,42,0,7,15000.0,51794,0,0
7947,1,0,2,2,25,2,2,10000.0,65156,1,1
37471,1,0,1,4,25,1,4,9000.0,50729,4,0
21660,1,2,1,6,31,1,6,15000.0,59248,2,0
20371,1,0,1,5,28,1,5,15000.0,43010,0,0
23277,1,0,1,1,25,1,1,10000.0,43813,2,0
39042,1,2,1,2,27,1,2,10500.0,55133,4,0
28353,1,3,1,2,41,1,2,13700.0,63665,0,0
1291,1,0,1,1,27,1,1,18095.0,48430,0,0
40557,1,2,1,3,34,0,8,9500.0,54486,4,0
33448,1,0,1,3,21,1,3,7500.0,58972,0,0
8901,1,0,1,2,36,1,2,14000.0,55766,0,0
20904,1,0,2,2,21,1,2,9000.0,39641,2,0
28717,1,1,1,5,26,1,5,13000.0,51332,2,0
14001,0,0,1,3,29,1,3,30000.0,55133,2,0
14077,1,2,1,19,44,3,19,45000.0,48430,1,0
34392,1,0,1,3,25,1,3,12000.0,48239,2,0
19235,1,0,1,3,25,1,3,15000.0,59254,4,1
11378,1,1,1,15,56,3,30,25000.0,51794,0,0
5920,1,0,2,3,25,3,3,11500.0,51332,2,0
37786,1,0,2,3,20,3,3,11000.0,43630,2,0
24328,1,2,1,1,25,3,1,8500.0,50515,2,1
35271,1,3,1,5,36,0,5,14163.0,50729,0,0
3933,1,1,1,5,28,0,5,10000.0,51332,2,0
24414,1,1,1,20,38,1,20,12000.0,47578,3,0
13643,1,0,1,2,34,0,2,12000.0,39458,2,0
12110,1,2,1,1,42,1,1,21000.0,48239,2,0
22654,1,0,2,2,25,0,2,14500.0,49575,2,0
32223,1,2,1,5,38,0,5,15000.0,48080,2,0
23893,1,2,1,3,26,3,3,15000.0,53083,2,0
32473,0,0,2,3,26,1,3,8000.0,53562,2,0
16898,1,0,1,10,48,1,10,15000.0,53939,2,1
30973,1,0,2,5,24,3,5,12000.0,47910,2,0
37783,1,3,1,6,53,1,6,27000.0,55133,2,0
28322,1,3,1,5,35,1,5,16000.0,63665,4,0
4730,1,2,1,15,29,1,15,18000.0,50729,3,0
16602,1,0,2,1,23,0,1,9000.0,53054,1,0
17414,1,0,1,3,25,1,3,20000.0,61918,2,0
25719,1,0,2,3,26,1,3,15000.0,53055,4,0
19849,1,1,1,6,35,0,6,12000.0,52875,4,0
22922,1,0,2,2,26,1,2,13100.0,54486,2,0
29692,1,0,1,5,31,1,5,13000.0,59102,4,0
40997,1,0,1,5,37,1,5,10000.0,55977,0,0
34536,1,3,2,5,25,3,5,15000.0,58828,4,1
219,1,0,2,2,22,1,2,9500.0,43010,2,0
11958,1,0,2,5,28,0,5,15000.0,55133,2,1
11192,1,3,1,15,58,1,16,19338.0,53939,0,0
17411,1,1,1,6,36,1,6,25000.0,47006,2,0
40348,1,0,1,7,27,1,7,15000.0,59806,2,0
28260,1,0,1,1,54,1,1,15000.0,53562,2,1
21897,1,0,1,6,27,1,6,20000.0,61109,4,0
19408,1,0,1,6,36,1,6,15000.0,61862,2,0
38249,1,2,1,10,36,0,10,15000.0,47469,2,0
21723,0,0,2,5,30,1,5,18000.0,52875,0,0
2875,1,3,1,9,42,1,0,30000.0,43813,0,1
12083,1,2,1,4,51,1,4,16500.0,49804,2,0
13862,1,4,1,20,52,0,20,13000.0,37946,2,0
20610,1,1,1,16,35,0,16,22254.0,45891,0,0
42173,1,2,1,4,35,1,4,25000.0,58494,2,0
33115,1,0,2,2,32,1,2,10800.0,59102,2,0
37299,1,2,1,2,29,1,2,15000.0,55133,4,0
26378,1,0,1,4,27,0,4,10943.0,47910,0,0
32512,1,0,2,3,21,1,5,8500.0,55494,4,0
27021,1,0,1,9,33,1,9,14000.0,59102,4,0
31144,0,1,1,2,25,0,4,15000.0,50742,4,0
19863,1,0,2,2,21,0,2,13000.0,42745,2,0
20356,1,0,2,3,22,1,3,20000.0,47049,1,0
25649,1,0,1,10,46,1,10,12000.0,47910,3,0
10189,0,3,1,3,36,1,3,10000.0,60809,0,1
22529,1,0,1,5,25,1,5,11000.0,42876,3,0
33926,1,3,1,4,39,1,4,20447.0,53939,0,0
36443,1,0,1,3,27,0,6,12000.0,48354,3,1
15247,1,1,1,12,45,0,12,12000.0,42483,1,0
9183,1,0,2,2,42,1,2,53554.0,60809,0,0
30918,1,2,1,5,34,0,5,10000.0,52128,2,0
18649,1,0,1,4,28,1,4,11000.0,48080,2,0
26071,1,0,1,5,45,0,10,20000.0,50729,2,0
37754,1,1,2,2,20,1,2,12000.0,57136,2,0
22445,1,0,1,8,33,0,0,15000.0,49574,4,1
19639,1,1,1,5,28,0,5,15000.0,39514,4,1
27748,1,0,1,8,34,1,0,15000.0,51794,4,0
