No,SEX,NO_OF_DEPENDENT,MARITAL_STATUS,YRS_IN_PRESENT_JOB,AGE,EDUCATION,YEARS_OF_EXPERIENCE,TOTAL_MONTHLY_INCOME,LOAN_AMOUNT,COMPANY_TYPE,LABEL
34386,1,0,2,5,19,0,5,12000.0,43032,2,1
18233,1,0,2,1,22,1,1,24000.0,60809,2,0
1103,1,4,1,2,37,0,2,10000.0,55494,2,1
25221,1,0,2,3,20,0,3,12000.0,57474,4,1
8555,0,0,1,1,28,1,1,10000.0,60809,4,0
40550,1,0,2,3,24,3,3,15000.0,53939,4,0
9898,0,1,1,1,33,1,6,10000.0,59102,4,0
783,1,2,1,10,32,3,10,15000.0,49804,2,0
30000,1,1,1,8,30,0,0,15000.0,41231,4,0
22846,1,2,1,3,37,1,3,25000.0,52815,4,0
19783,1,3,1,8,37,0,0,10000.0,47578,2,0
30359,1,0,2,1,33,1,2,15000.0,43032,2,0
26501,1,0,1,1,53,3,6,14000.0,36994,1,1
25404,1,4,1,10,51,1,25,15000.0,55133,2,0
22898,1,0,1,6,36,3,6,8872.0,37946,2,0
6649,1,0,1,2,41,0,2,10500.0,43032,2,0
9778,1,3,1,8,45,0,8,16000.0,40899,0,0
5086,1,2,1,4,26,1,4,12500.0,51794,2,0
2932,1,0,1,4,46,0,4,10000.0,57566,4,0
7620,1,0,1,4,31,3,4,17562.0,40899,0,0
16785,1,0,1,10,43,1,10,21000.0,60809,2,0
37932,1,0,1,25,51,3,25,11000.0,39027,0,0
20586,1,0,1,3,30,1,3,28800.0,48873,0,0
12854,1,4,1,20,48,0,20,52000.0,58417,0,0
27524,1,2,1,9,39,1,0,30867.0,57843,0,0
14145,1,4,1,8,27,3,8,26000.0,47910,0,0
42208,1,2,1,2,28,1,2,12000.0,52468,2,0
27581,1,3,2,3,23,3,3,15000.0,45107,2,0
6462,1,3,1,2,38,0,2,11500.0,59102,2,0
10490,1,2,2,5,31,1,10,34917.0,47910,0,0
1255,1,4,1,15,36,1,15,12000.0,48500,3,0
18531,1,0,2,3,22,1,3,15000.0,56867,4,0
32740,1,0,1,6,38,1,6,35000.0,55133,0,0
18605,1,0,1,2,33,1,2,18000.0,61862,2,1
36929,1,0,1,5,41,0,5,15000.0,50856,0,0
26142,1,0,2,2,25,1,2,11000.0,55977,4,0
21391,1,1,1,2,32,1,2,15000.0,48430,0,0
2280,1,1,1,16,32,1,16,56742.0,48239,0,0
31614,1,0,2,1,27,1,1,12500.0,53939,2,0
14049,1,0,1,2,28,0,2,22000.0,55303,2,1
5777,1,1,1,5,40,3,5,12000.0,53815,2,0
15129,1,0,2,5,30,0,5,15000.0,38008,1,0
23058,1,0,1,16,40,2,16,36000.0,52875,0,0
20720,1,2,1,6,43,1,6,15000.0,39458,2,0
25151,1,0,2,4,23,3,4,14960.0,43809,3,0
41204,0,0,1,5,27,1,5,12000.0,52565,4,1
16908,1,2,1,5,31,1,5,15000.0,52875,2,1
15031,1,0,2,3,25,1,3,15500.0,48354,2,1
13307,1,3,1,18,44,1,18,13818.0,47910,2,0
35765,1,0,1,1,24,3,1,21000.0,50729,2,0
18190,1,1,1,3,30,1,3,12000.0,52815,2,1
36267,1,0,1,5,25,1,5,13500.0,69131,1,1
8318,1,0,2,2,24,3,2,13000.0,55977,4,1
28604,1,0,1,5,34,1,5,10000.0,28663,2,0
14264,1,0,1,5,39,1,5,20000.0,51127,1,0
32973,0,2,1,6,33,1,6,10000.0,43032,2,0
16612,1,0,1,1,38,1,6,13000.0,55133,2,0
34488,1,2,2,5,24,1,5,15000.0,59102,4,1
35624,1,0,1,5,52,3,5,8500.0,47852,2,0
23808,1,2,1,2,28,1,2,10000.0,55133,2,0
11102,1,3,1,1,29,1,1,14000.0,55133,2,0
8760,1,0,1,2,26,1,2,12500.0,66924,2,0
9170,1,0,1,3,47,1,9,21000.0,52815,2,0
27561,1,0,1,2,37,3,2,9000.0,51332,2,1
29738,0,0,1,3,37,0,3,8500.0,51332,2,1
12889,1,3,1,2,34,0,2,12000.0,47910,4,0
23615,1,2,1,20,46,0,20,10000.0,42058,2,0
35678,1,0,1,7,38,0,7,15000.0,55064,2,0
38742,1,0,1,8,35,1,8,15000.0,54635,2,0
20070,1,2,2,3,30,0,3,12000.0,66924,1,0
22324,0,2,1,2,38,3,4,15000.0,60572,0,0
844,1,3,1,20,49,3,20,15000.0,44978,2,0
16621,1,0,2,2,24,1,2,10000.0,58297,2,0
20488,1,0,2,1,20,1,1,13000.0,52815,4,1
18197,1,0,2,3,30,1,3,25000.0,48012,1,0
33834,1,2,1,5,34,3,5,15000.0,50515,1,1
16231,1,0,1,3,26,3,3,13900.0,42370,2,0
10587,1,0,1,20,42,3,20,19000.0,52565,0,1
35800,1,0,1,10,27,3,10,8000.0,43032,4,1
20216,1,0,2,1,25,0,1,13800.0,51254,1,1
34189,1,0,1,11,34,0,11,12000.0,39458,2,0
21122,0,2,1,10,38,1,10,9000.0,50729,2,0
37288,1,2,1,2,29,1,2,15000.0,55977,4,0
7519,1,0,1,6,29,1,6,20000.0,47578,1,0
27203,1,1,1,1,25,0,1,10000.0,43032,2,0
8622,0,0,1,5,30,1,5,13000.0,60965,2,0
1330,1,0,1,1,27,1,1,16000.0,44301,2,0
24801,1,1,1,1,34,1,1,15000.0,47578,1,1
9512,1,0,2,2,24,0,2,80000.0,55133,2,0
21482,1,4,1,12,34,0,12,34000.0,47910,0,0
18104,1,0,1,6,38,1,6,15000.0,48354,1,0
7545,1,3,1,10,55,1,10,24000.0,40322,1,0
41330,1,0,1,5,33,0,5,15000.0,51332,4,0
38354,1,0,1,1,21,0,1,15000.0,61017,4,1
24404,1,2,2,1,29,1,1,25000.0,55133,2,0
37608,1,1,1,7,31,3,7,9000.0,38123,1,0
26821,1,2,1,2,29,3,2,15000.0,42745,2,1
38798,1,0,1,10,29,1,10,15000.0,58831,2,1
22033,1,0,1,1,26,1,4,15000.0,52634,2,0
27058,1,0,1,1,27,3,1,15000.0,47006,1,1
35884,1,0,1,30,57,0,30,27500.0,57843,0,0
28558,1,0,1,10,40,1,10,25000.0,55977,2,0
15497,1,2,1,9,29,1,0,15000.0,57498,1,0
32000,1,2,1,5,41,0,5,15000.0,56385,2,1
36135,1,0,2,1,22,1,1,8000.0,55386,2,0
12513,1,0,1,8,43,3,0,30000.0,53083,1,0
26436,0,2,1,2,24,1,2,11000.0,34740,1,0
31326,1,1,1,1,32,0,1,16000.0,47910,2,0
24508,1,0,2,1,24,1,1,9000.0,37946,1,0
5575,1,3,1,2,27,0,10,15000.0,51332,2,1
39797,1,3,1,5,31,1,5,25500.0,61017,1,0
28014,1,0,2,2,21,1,4,9000.0,57843,2,1
26963,1,0,2,2,26,3,2,12000.0,50515,2,0
25953,1,0,1,20,55,0,20,15000.0,60420,0,0
25246,1,2,1,2,38,3,2,12000.0,49804,4,0
29567,1,2,2,1,21,3,1,13500.0,48348,2,0
2750,1,2,1,20,40,0,20,14009.0,61992,3,0
35629,1,0,1,3,33,0,3,8000.0,48234,2,0
13624,0,0,1,3,42,1,3,10000.0,53124,1,1
17247,1,0,1,8,30,1,0,18000.0,60809,2,1
30929,1,0,1,1,44,0,1,10000.0,43032,2,0
22037,1,0,2,4,24,0,4,10000.0,55133,1,1
2923,1,0,1,15,55,0,15,10000.0,58297,0,0
21802,1,3,1,5,27,0,5,10000.0,48635,2,0
29686,1,0,1,3,32,0,6,15000.0,40569,2,1
35719,1,0,1,7,48,3,7,12000.0,43032,4,0
15159,1,1,1,25,43,1,25,31000.0,43222,1,1
37934,1,2,1,1,25,3,1,10000.0,58715,1,0
21239,1,0,1,5,31,0,5,15000.0,40506,2,0
14649,1,0,2,3,19,0,3,10000.0,41061,4,0
21679,1,2,1,1,20,0,1,10000.0,57405,2,1
35379,1,1,1,5,28,0,5,15000.0,48218,2,0
1660,0,2,1,10,33,2,10,25000.0,46284,0,0
21714,1,0,2,1,25,1,1,12000.0,58638,2,0
8119,1,0,1,25,51,0,25,15000.0,57390,1,0
18392,1,0,2,2,27,1,2,15000.0,58828,2,1
25764,1,0,2,2,23,0,2,10000.0,54486,1,1
2758,1,2,1,2,28,1,2,12000.0,52815,4,0
27047,1,0,1,20,56,1,20,22000.0,60809,0,0
3848,1,0,1,17,42,0,17,7000.0,51994,3,0
16536,1,0,1,5,37,1,5,20000.0,53519,2,0
27010,1,0,1,10,33,1,10,15000.0,55064,4,0
19959,1,2,2,5,19,3,5,9000.0,48635,1,0
5684,1,3,1,1,42,0,9,21000.0,43940,2,0
16787,1,0,1,7,37,1,7,10000.0,43032,2,0
4945,1,0,1,2,22,1,3,12000.0,43032,2,0
4266,1,3,1,5,54,0,37,13806.0,43032,0,0
21674,1,3,1,29,49,2,29,42000.0,60809,0,0
13094,1,1,1,20,35,3,20,15000.0,55483,4,1
27085,1,0,1,2,33,3,2,14000.0,48239,1,0
26697,1,0,1,22,48,1,24,15000.0,35188,2,1
19713,1,0,1,5,48,0,5,12000.0,46692,2,0
6127,1,2,1,3,22,3,6,9000.0,58837,3,0
7864,1,0,1,5,28,1,5,25000.0,50515,1,0
3687,1,0,1,10,48,1,10,12000.0,37946,1,0
26439,1,2,1,9,49,1,0,12000.0,35078,1,0
13259,1,0,1,8,41,0,8,20000.0,58869,0,0
29633,1,2,2,3,24,3,3,15000.0,59102,2,0
7123,0,0,2,4,33,1,4,18000.0,49205,0,0
26005,1,3,1,5,25,1,5,12000.0,50515,2,0
33454,1,0,2,3,31,0,3,15100.0,43010,4,0
8385,1,0,1,13,31,1,14,25000.0,69131,1,0
12680,1,0,1,15,35,3,15,35000.0,57672,1,0
11921,1,2,1,10,32,1,10,18000.0,39458,2,0
5794,1,2,1,3,30,0,3,12000.0,48215,4,0
10260,0,0,2,1,23,1,1,8000.0,52815,3,0
3047,1,0,1,25,45,0,25,22000.0,50729,0,0
14825,1,2,1,15,48,0,15,25000.0,60809,4,0
22062,1,0,1,9,28,1,9,8000.0,55133,1,0
19591,0,0,2,2,24,0,2,8500.0,37215,4,0
37763,1,0,2,3,20,3,3,9000.0,48012,2,0
26276,1,0,2,3,28,1,3,21000.0,57672,4,0
12426,1,4,1,5,30,1,5,47800.0,37642,0,0
6392,1,0,2,2,22,1,2,9000.0,37946,1,0
25110,1,2,1,15,50,3,15,15000.0,41616,4,0
38560,1,0,2,3,23,3,3,12000.0,51341,2,0
21912,1,0,1,10,40,1,10,20000.0,55977,4,0
33148,1,0,1,5,44,1,5,25000.0,51332,2,0
5016,1,2,2,2,24,1,2,15000.0,47910,2,1
38195,1,0,2,4,23,3,4,12000.0,47214,2,0
37241,1,3,1,3,42,1,3,15000.0,56967,4,0
28418,1,1,2,1,31,1,1,23011.0,59894,1,1
11237,1,0,1,3,24,1,3,24000.0,55133,2,0
41897,1,2,1,5,40,1,5,10000.0,50760,1,0
9708,1,0,1,5,32,0,5,15000.0,50330,2,0
11976,1,0,1,5,24,0,5,18000.0,47910,2,1
33033,0,3,1,5,38,0,5,10000.0,43032,2,0
30900,1,2,1,5,29,1,5,50000.0,51332,2,0
27226,1,0,1,10,28,1,10,35000.0,52815,4,0
26798,1,0,2,1,24,3,1,15000.0,52963,2,0
16894,1,0,1,4,29,1,4,15000.0,53562,2,0
16584,1,0,1,3,25,1,3,15000.0,52815,1,1
40612,1,0,1,2,34,1,2,40000.0,54624,4,0
24311,1,0,1,4,46,1,4,17000.0,52697,0,1
21641,1,3,1,15,45,0,15,25000.0,58350,0,1
18558,1,2,1,3,46,1,3,12000.0,53438,2,0
19536,1,0,2,2,20,0,2,9500.0,44475,4,0
12990,1,0,1,5,35,2,5,45000.0,51748,4,0
13732,1,0,2,10,29,0,20,15000.0,50729,4,1
127,1,0,2,3,27,1,5,13000.0,60733,4,0
24189,1,2,1,15,55,1,15,35000.0,52963,0,0
22081,1,2,2,5,23,0,5,8000.0,50631,1,1
31386,1,0,2,5,22,3,5,10000.0,47578,4,0
40035,1,2,1,5,57,0,5,10000.0,68875,2,0
1572,1,4,1,2,34,0,2,10000.0,43929,4,0
6657,1,0,1,10,44,0,10,12000.0,43630,2,0
36009,1,2,1,27,45,1,27,45000.0,51387,0,1
10359,1,2,1,2,29,3,2,12000.0,57498,4,0
39023,1,2,1,19,53,1,19,21000.0,44978,0,0
40261,1,0,1,2,42,1,2,12000.0,64967,2,0
34262,1,0,1,18,42,1,18,25000.0,55386,4,0
23807,1,1,1,4,21,0,4,8000.0,43546,3,1
36776,0,0,1,20,50,1,20,9000.0,55977,0,0
27753,0,0,1,11,37,1,11,17000.0,56354,0,0
21878,1,4,2,2,21,0,2,11000.0,52565,2,1
22453,0,0,1,5,33,1,5,15000.0,52591,4,0
25288,1,2,1,5,28,1,5,12000.0,53438,2,0
22865,1,2,1,10,31,3,10,15500.0,49804,4,0
34938,1,0,1,5,27,1,5,12000.0,46613,1,0
37590,1,0,1,2,26,3,2,28000.0,61017,0,0
2678,1,1,1,2,28,0,2,12000.0,53772,2,0
4977,1,3,1,6,29,0,6,12000.0,43032,2,0
11583,1,0,2,2,24,1,2,15000.0,50729,2,0
41616,1,0,2,6,25,3,6,18000.0,61109,2,0
31019,1,0,1,4,33,0,4,30000.0,50729,0,0
27715,1,0,1,3,48,0,3,12000.0,43032,1,0
4565,1,2,1,25,51,1,25,48000.0,52815,0,0
38524,1,0,2,5,23,1,5,20000.0,51254,4,0
28772,1,0,1,5,25,1,5,12000.0,51332,2,0
28692,1,2,1,25,50,0,25,11000.0,55133,2,0
42054,1,2,1,1,23,1,1,10000.0,52815,2,0
37224,1,0,1,2,38,1,2,12000.0,52875,4,0
27880,1,0,1,4,32,0,4,18000.0,54624,2,0
31118,1,0,1,6,31,0,6,15000.0,51794,2,1
4406,1,0,2,3,28,3,3,8000.0,38183,4,1
17641,1,1,1,4,26,0,4,12500.0,59102,4,1
10876,1,2,1,9,35,0,0,9700.0,53899,0,0
3456,1,4,1,13,46,0,13,76581.0,51313,2,0
712,1,2,1,2,29,3,2,12000.0,52875,2,0
36816,1,2,1,1,27,1,1,12000.0,58297,4,0
25635,1,1,1,6,43,1,6,12000.0,39458,2,0
39507,1,2,2,2,22,0,2,8000.0,47049,4,0
42364,1,0,1,5,31,1,5,35500.0,50729,0,0
22264,0,1,1,2,31,0,2,7000.0,40899,0,0
26944,1,0,1,15,28,3,15,15000.0,51794,2,0
40860,1,0,1,2,26,1,2,15000.0,43032,2,0
17588,1,0,2,3,28,1,3,15000.0,52815,1,0
33463,0,2,1,7,41,0,7,16500.0,49232,0,0
34498,1,3,1,20,46,3,20,15000.0,51794,0,0
31560,1,1,1,5,29,0,5,20000.0,47388,2,0
16801,1,0,2,2,21,1,5,12000.0,57843,1,0
27247,1,0,1,15,42,0,15,10000.0,40899,1,0
31608,1,0,2,1,21,0,1,12000.0,68196,2,0
12153,1,2,1,10,41,1,10,25000.0,48239,0,0
31930,1,0,2,2,23,0,2,10000.0,53939,2,0
27918,1,1,1,18,46,0,18,13000.0,41585,0,0
24359,1,0,2,1,23,1,3,10000.0,50515,2,0
32840,1,3,1,8,27,0,0,14000.0,55133,2,0
16180,1,3,2,3,24,1,3,18000.0,55064,4,0
1221,1,0,1,5,27,1,5,10000.0,50571,2,0
42409,1,0,1,2,25,1,2,9000.0,58297,1,1
5038,1,1,1,5,32,1,7,30000.0,55977,2,0
27681,1,0,1,13,42,1,13,17000.0,47910,0,0
6679,1,2,1,2,27,0,8,10000.0,58494,2,0
27736,1,0,1,19,43,2,19,38000.0,51794,0,0
25733,0,6,2,2,25,1,2,18000.0,48115,0,0
31150,1,2,1,6,27,1,6,13000.0,37946,2,0
38667,1,0,1,2,25,3,5,12000.0,52875,4,0
13822,1,0,1,28,48,0,28,32000.0,54192,0,0
24634,1,2,1,1,22,1,1,13311.0,58297,2,0
4911,1,0,2,4,27,1,6,12000.0,47578,2,0
37889,1,0,2,3,24,3,3,12500.0,53083,2,0
38478,1,3,1,4,57,0,4,10000.0,55977,2,0
16695,1,0,1,16,34,1,16,13000.0,45446,0,0
14709,1,0,2,2,24,1,2,12000.0,60809,2,0
22020,1,0,1,15,54,3,15,31000.0,64371,4,1
40708,1,0,2,2,21,1,2,15000.0,47910,2,0
40106,0,3,2,5,27,0,5,15000.0,55133,4,0
17213,1,0,2,2,35,1,2,15000.0,48430,4,1
37849,1,1,1,5,32,3,5,15000.0,47578,2,0
2471,1,0,1,1,42,1,1,20000.0,53939,0,0
24388,1,0,1,7,41,3,7,36017.0,55133,0,0
27792,0,0,1,25,48,0,25,20000.0,55064,0,0
27022,1,0,1,21,39,1,21,25000.0,50729,0,0
21954,0,0,1,15,51,1,15,30000.0,49205,0,0
15832,0,0,1,2,26,1,2,12000.0,53083,4,0
21406,0,0,1,2,39,1,2,9000.0,49804,4,0
20117,1,3,1,10,52,0,10,35000.0,49205,1,0
11710,1,2,1,9,39,1,9,21000.0,53054,2,0
28534,1,0,1,5,32,0,5,15000.0,54624,2,1
35082,1,2,1,4,22,0,4,15000.0,46284,2,1
21541,1,5,2,1,24,3,1,41400.0,52815,1,0
38648,1,3,1,3,30,0,3,12000.0,43032,2,1
11198,1,3,1,1,43,1,1,12000.0,52875,2,0
25231,0,0,1,1,31,3,1,20000.0,49992,4,0
10580,1,0,2,10,31,3,10,12500.0,56232,4,0
22125,1,2,2,2,20,2,2,26000.0,56174,1,0
29622,1,2,1,2,23,1,2,11500.0,52815,2,1
40963,0,0,1,2,36,1,2,20000.0,52815,2,0
20916,1,2,1,5,29,0,5,9000.0,50729,2,0
20123,0,2,1,7,48,0,7,12000.0,43630,1,0
4461,1,0,1,5,21,0,5,10000.0,39641,4,0
13556,1,0,1,6,45,0,6,9000.0,47888,1,1
8387,1,0,1,10,54,1,10,30000.0,52875,2,0
27548,1,3,2,2,23,3,2,15000.0,52815,2,0
15140,1,0,1,15,48,1,15,30000.0,50100,1,0
38450,1,0,2,5,35,1,5,15000.0,49256,2,0
24271,0,2,2,2,22,1,2,10000.0,50515,2,0
3382,1,0,1,7,32,1,7,9000.0,45107,4,0
10080,0,0,1,2,35,1,2,35000.0,54624,2,0
30223,0,0,1,3,37,3,3,15000.0,55064,4,0
33240,1,0,1,5,36,1,5,15000.0,48239,0,0
8688,0,0,1,2,31,1,2,30000.0,53562,3,0
39752,1,0,1,1,21,3,1,9000.0,55977,2,0
17605,1,2,1,1,30,1,1,10000.0,47214,2,0
4222,1,0,2,5,20,1,5,10000.0,50706,2,0
31263,1,0,2,2,20,3,2,12000.0,55133,2,0
28543,1,0,1,3,27,1,3,25000.0,55133,4,0
644,1,2,1,3,22,3,5,10000.0,43630,2,0
39782,1,4,1,5,39,0,5,15000.0,49906,1,0
18112,1,0,2,1,26,0,1,9000.0,57136,1,0
1201,1,2,1,3,40,0,3,15000.0,48870,2,0
35591,1,2,1,10,46,0,10,8922.0,55977,0,0
17267,1,0,2,1,23,1,1,12000.0,60275,2,0
15308,1,0,1,3,34,1,3,18372.0,55890,0,0
12378,1,0,2,3,26,3,3,8000.0,44978,1,0
38945,1,0,1,10,45,1,10,10000.0,51820,2,0
38144,1,1,1,5,25,1,5,12000.0,50755,2,0
8404,1,0,1,5,41,1,5,15000.0,60809,2,1
17746,1,0,2,5,22,1,5,10000.0,52815,2,0
2724,1,2,1,10,36,1,10,12000.0,43630,4,0
12522,1,0,1,25,48,3,25,30000.0,53054,1,0
14695,1,0,1,4,23,1,6,10000.0,55133,1,0
2406,1,3,2,5,27,0,12,11500.0,55933,2,1
35013,1,0,1,2,45,0,2,11000.0,48354,3,0
18737,1,2,1,12,37,1,12,9000.0,47746,2,0
31475,0,2,1,11,43,0,11,40000.0,50729,0,0
5300,1,1,1,10,33,0,10,15000.0,43032,2,0
33853,1,0,1,3,20,0,3,12000.0,52660,4,0
11215,1,0,1,5,27,0,5,12000.0,50515,2,1
8898,1,0,1,10,56,0,10,15000.0,51332,0,0
5436,1,0,2,4,21,1,7,14000.0,43032,2,0
28751,1,2,1,5,36,1,5,80000.0,52815,2,1
5031,0,2,1,3,30,1,3,25000.0,52815,2,0
29472,1,2,1,3,22,0,3,10000.0,51794,4,0
16186,1,3,1,6,30,1,6,18000.0,50755,4,0
8038,1,0,1,15,36,1,15,21000.0,50729,2,0
7346,1,0,2,2,22,1,2,8000.0,50515,2,0
408,1,3,1,4,42,3,4,12000.0,47910,3,1
17224,1,0,1,2,31,1,2,15000.0,57782,2,0
7955,1,0,1,7,29,1,7,16000.0,57367,1,0
17531,1,0,2,4,21,1,4,14000.0,52815,2,0
22900,0,0,2,2,24,0,2,7000.0,39641,2,0
21161,1,0,2,1,20,1,1,9000.0,51794,1,0
28811,1,3,1,5,44,3,10,22000.0,60809,2,0
38746,1,0,2,3,27,1,6,15000.0,53881,2,0
41766,1,2,1,26,46,1,26,24516.0,57843,1,0
24720,1,2,1,2,23,1,4,9500.0,53939,2,0
29949,1,0,1,1,43,1,1,10000.0,50729,3,0
10882,1,2,1,6,50,1,6,20000.0,51332,2,0
11757,1,2,1,8,35,0,8,20000.0,51254,0,0
4350,0,0,1,11,43,0,11,20000.0,48870,0,0
26949,0,0,1,8,53,1,0,20000.0,53939,1,0
17722,1,0,2,2,21,1,2,16000.0,53888,1,1
9298,1,0,1,10,36,0,10,25000.0,50755,4,0
9536,1,0,2,3,20,0,3,8000.0,52660,2,1
19632,1,1,1,5,24,0,5,17000.0,41008,4,1
33727,1,0,1,15,38,1,15,15000.0,44858,1,0
15726,1,0,2,3,23,0,3,12000.0,38123,4,0
20458,0,0,1,3,34,0,6,12000.0,50515,1,0
3655,1,0,1,8,50,0,0,10000.0,51794,2,0
29718,0,0,2,3,28,1,3,16000.0,58417,4,0
24060,1,2,1,10,51,0,10,12000.0,44978,4,0
4869,1,2,1,4,34,1,4,18500.0,50729,2,0
40590,1,0,1,2,46,1,2,15000.0,54624,2,0
23423,0,3,1,23,48,1,23,24000.0,52815,0,0
35322,1,0,1,15,34,1,15,28039.0,53939,0,1
28471,1,2,1,31,51,1,31,42000.0,43127,0,0
2691,1,2,1,2,36,0,2,15000.0,46613,2,0
19600,1,0,2,2,21,0,2,12000.0,42745,4,0
8340,1,0,1,15,43,1,15,15000.0,58715,2,0
7922,0,0,1,3,32,1,3,8000.0,45107,2,0
24479,1,1,1,1,30,1,1,20000.0,52815,2,0
9289,1,0,1,2,27,1,2,12500.0,58828,2,0
21171,0,0,1,3,29,0,3,11000.0,52565,4,0
6684,1,0,2,10,31,0,10,10000.0,33003,2,0
38153,1,1,1,5,30,3,5,15000.0,52815,2,0
33333,1,2,1,10,34,2,10,15000.0,37946,2,0
32601,1,1,1,1,31,0,2,15000.0,53054,2,1
19371,1,2,1,12,42,1,12,21000.0,52815,0,0
32029,1,0,1,5,29,3,5,23000.0,58828,2,0
26403,1,0,2,7,19,0,7,7500.0,48239,4,0
36201,1,1,1,12,53,0,12,12000.0,61605,2,1
19866,1,2,1,4,32,0,4,12000.0,39641,2,1
25589,1,0,1,3,30,1,3,21553.0,43032,0,0
40401,1,0,1,8,45,1,0,45000.0,52875,2,0
20822,1,0,2,2,24,1,2,10000.0,48354,2,0
13480,1,0,2,2,19,0,2,12000.0,52634,2,0
4287,1,4,1,20,46,1,20,23000.0,55133,0,0
34543,0,3,1,1,26,3,1,15000.0,51449,4,0
8297,1,0,1,2,32,1,2,15000.0,58297,2,0
28598,1,0,2,5,25,1,5,10000.0,37946,3,0
12737,1,0,1,3,27,1,3,15000.0,52815,2,0
9164,1,0,1,2,31,1,2,10000.0,58715,2,0
9723,1,2,1,5,26,0,5,15000.0,52697,2,0
30376,1,3,1,1,42,1,1,13000.0,55133,2,0
24347,1,2,1,13,34,1,13,20000.0,43630,2,0
32575,1,1,1,2,44,0,4,10000.0,55494,2,0
33410,1,0,1,1,38,3,1,10000.0,38183,1,0
30200,1,1,1,8,40,1,0,5000.0,43630,2,0
21048,1,1,1,2,30,0,2,12000.0,55133,1,0
12065,1,0,1,11,37,1,11,30000.0,51794,0,0
41984,0,0,2,10,22,1,10,16000.0,61896,1,1
29106,1,2,1,3,32,1,3,18000.0,46613,0,0
23009,1,0,1,4,37,1,4,13000.0,60809,2,0
17847,1,0,1,15,33,0,15,15000.0,57136,1,0
42384,1,0,1,10,34,1,10,24500.0,61109,1,0
39880,1,1,1,8,29,0,8,9500.0,52815,2,0
38840,1,0,2,4,24,1,4,15000.0,53438,2,1
30687,1,4,1,4,24,1,4,15000.0,53054,4,0
30528,1,0,2,1,28,1,1,14000.0,51332,2,0
30545,1,0,2,2,27,3,2,15000.0,55133,2,0
13360,1,0,1,2,23,1,2,16000.0,45107,2,0
12832,1,5,1,2,24,0,2,12000.0,43032,4,0
14427,0,2,1,5,37,3,5,17544.0,47910,0,0
39536,1,3,1,5,30,0,5,15000.0,57400,4,1
28274,1,4,1,3,36,1,3,18000.0,53054,2,1
26281,1,0,1,5,39,1,5,18000.0,57672,0,0
13559,1,0,1,15,34,1,15,200000.0,39458,4,1
6263,1,0,2,5,30,1,5,12000.0,37946,1,0
38915,1,3,1,3,43,3,3,12000.0,50729,2,0
30551,1,4,2,3,27,1,3,12000.0,51332,3,0
172,0,0,1,3,35,1,5,15000.0,68634,4,0
28212,1,0,1,1,42,1,1,13000.0,52927,2,0
21935,1,0,1,6,33,1,6,25000.0,52815,4,1
22405,1,4,1,25,48,0,25,18000.0,47910,0,1
6268,1,0,2,3,27,1,3,12000.0,45107,1,0
7875,1,0,2,3,21,0,3,11000.0,42058,2,0
26362,1,0,1,8,36,0,8,10600.0,38183,1,0
14014,1,0,2,2,24,1,2,10000.0,55133,3,0
31369,1,1,1,4,24,1,4,13000.0,62267,2,0
7606,1,0,1,25,57,3,25,15000.0,47214,0,0
30964,1,0,1,2,48,3,2,12000.0,49338,2,0
11832,1,0,1,5,25,3,5,12000.0,54719,4,0
15695,1,0,1,10,42,0,10,15000.0,50755,2,0
31302,1,0,1,5,26,0,5,15000.0,50515,2,1
16297,1,2,1,8,40,1,8,15000.0,55133,2,0
3448,1,4,1,2,40,0,2,9000.0,37826,2,0
34330,1,0,1,3,32,1,3,13000.0,51794,2,1
24222,1,2,1,11,46,0,11,18000.0,39458,0,0
4625,1,0,1,7,47,1,7,16000.0,55133,2,0
24249,1,2,1,5,24,0,5,18000.0,47578,0,1
32224,0,0,1,6,23,1,6,20000.0,56700,2,0
20155,1,3,1,8,58,1,8,14500.0,57136,0,0
11499,1,0,2,2,24,0,2,10500.0,50729,2,0
33744,1,0,1,6,23,0,6,7000.0,43630,4,0
31053,1,2,1,6,36,0,6,12000.0,43901,2,0
11222,1,0,2,0,26,0,0,10000.0,43630,2,0
25665,1,1,1,35,59,1,35,25000.0,53083,0,1
26717,1,0,1,6,50,1,21,25000.0,45583,2,0
27225,1,0,1,32,55,1,32,56000.0,53939,0,0
25328,1,0,2,2,21,3,4,11000.0,55133,4,0
32662,1,0,1,11,49,1,11,31000.0,47910,0,0
6857,0,0,1,2,31,0,4,8400.0,39458,2,0
14180,1,4,1,9,34,3,9,20000.0,51332,0,0
38496,1,1,1,20,53,2,20,45000.0,40357,0,0
13308,1,2,1,25,49,1,25,8700.0,45107,0,0
15694,1,0,1,3,25,0,3,12000.0,54624,2,1
33029,1,2,1,16,49,1,16,12000.0,51794,4,0
18441,1,0,1,3,25,1,3,15000.0,58828,1,1
9397,1,0,2,2,26,1,2,13000.0,55133,2,0
28623,1,2,1,2,28,0,2,10000.0,32765,0,0
32107,1,1,1,2,23,0,2,10000.0,41701,2,0
30602,1,0,2,2,23,1,2,10000.0,43032,2,0
6456,1,1,2,1,21,0,1,10000.0,43032,2,0
1851,1,0,1,8,45,1,0,20000.0,47006,4,0
17807,1,0,1,4,40,1,4,20000.0,53939,1,1
9937,1,3,1,10,53,1,10,15000.0,53054,2,0
